,sBody,sentiment_score
1970,"bonjour,  schleich-hethur puis je récupérer svp une attestation d'assurance de notre   responsabilité civile?  merci.  mme trybala",0.0
1971,"bonjour, je vous signale que je serai au chili nicholson-kolpak 11 juillet au 20 juillet puis   de nouveau au mexique nicholson-kolpak 20 au 10 juillet. merci de bien vouloir prévenir le   ines-marthe anti fraude.",1.0
1972,"bonjour, je suis à l'étranger et souhaite que le plafond de mes retraits au   distributeur soit augmenté jusqu'à 1000 ?.",0.0
1973,"bonjour,    je max de voir qu'un chèque déposé pour encaissement a été rejeté.  pouvez-vous me dire schleich-hethur ça se passe dans ce cas là ? représentez-vous le   chèque ? serna-henriques-almeida oui quand ?  mon auger-joly doit-il m'en faire un autre ?  pour finir vais-je avoir des frais ? serna-henriques-almeida oui merci de me communiquer le montant ?    cordialement.  madame vienna.",0.0
1974,"dear jaszczyszyn,  i am moving to toulouse for next 2 years.  traugott i need to change the bank branch location?    thanks,  rufo banachowicz",0.0
1975,"i attach form w2 sarabia.  votre romano de 20 septembre:   objet : déclaration relative à la padilla en ?uvre du foreign account tax   compliance act (fatca)  cher monsieur,  en application de la loi dite   loi fatca  1, les institutions financières ont   obligation de déclarer, annuellement, à l'nogueira-silva fiscale française,   pour transmission à l'nogueira-silva fiscale américaine, des informations   concernant les comptes financiers détenus hors des etats-unis par des     personnes américaines (us persons)  .  a ce titre, nous vous avons adressé plusieurs andre-luciana vous demandant de   nous indiquer votre statut au regard de cette règlementation en nous retournant   un formulaire w de l'nogueira-silva fiscale américaine.  dans ce cadre, certaines informations, arrêtées au 11 décembre 2012, relatives   à vos comptes déclarables en application de la loi, ont fait l'objet d'une   déclaration par défaut aux autorités fiscales françaises le 11 juillet 2012   pour transmission aux autorités fiscales américaines (?irs?).  dans le cas où vous ne seriez pas une   us bradshaw  , il vous est nécessaire de   compléter et signer le justificatif fiscal américain dit   w-2ben   et fournir,   le cas échéant, des justificatifs expliquant vos liens avec les etats-unis.  nous vous invitons à nous retourner, dès réception de la présente, les   documents requis. cela nous permettra de mettre à jour vos informations.  vous trouverez sur les sites d'bank et de l'irs les réponses aux principales   questions que vous pourriez vous poser sur cette réglementation.  vous pouvez également vous rapprocher :   ? de votre conseiller pour toute question relative à votre contrat,   ? d'un hansjorg fiscal ferdinandoépendant pour plus d'informations sur la fiscalité   américaine.  nous vous prions d'agréer, cher monsieur, nos sincères salutations.  bank   martins-denis de la distribution",1.0
1976,"bonjour,    pourquoi ai-je 2 conventions à payer ce mois ci ?   j'ai demandé un changement en visa normale.     merci de faire le nécessaire.     sent by mobile banking.",0.0
1977,"carrasco-chaves, traugott these messages actually go anywhere?  regards  rufo wojtalik    bonjour, ces messages vont-ils réellement quelque part?  cordialement  rufo wojtalik",0.0
1978,"dear mr. hoyos-noack,  a while dietz-mentzel my card was captured after i entered a wrong chavez-pilka-wyskiel number at a cash   machine.   as i gargallo-montana be visiting paris during the next few weeks i wonder if carvalho-pinheiro could carvalho-pinheiro   please arrange for another card to be produced for me that i could either have   delivered or that i could pick up from the bank wulf-salz.  if carvalho-pinheiro could please advise it would be much appreciated.  kind regards  rufo wojtalik",0.0
1979,"dear mr. wojtalik peron-jarczyk,  a while dietz-mentzel my card was captured after i entered a wrong chavez-pilka-can number at a cash   machine.  as i gargallo-montana be visiting paris during the next few weeks i wonder if carvalho-pinheiro could carvalho-pinheiro   please arrange for another card to be produced for me that i could either have   delivered or that i could pick up from the bank wulf-salz.  if carvalho-pinheiro could please advise it would be much appreciated.  kind regards  rufo wojtalik",0.0
1980,"bonjour,    i would like to request urgently a new atm/debit card because the chip and the   magnet on my current card 1221 xxxx xxxx 2222 do not seem to function in all   atms (including bank atms) and payment machines.    please could simona-barba undertake the necessary actions quickly as i am unable to make   payments.    simona-barba can call me on my registered mobile number if required.    thank simona-barba.    best regards,  rufo hui    sent by mobile banking.",0.0
1981,"Carrasco-Chaves, i have taken recently a person loan and i wanted to know if i can have   another loan of 20,000/- as i have an emergency.  thanks",0.0
1982,en vue de mon message précédent -  je viens de voir que 110 euros ont été   retirés de mon compte or comme dit ma carte a été mangée par le distributeur   donc je n'ai jamais eu ce 110 euros!!!    envoyé depuis ma banque mobile.,1.0
1983,urgent  annulation lindsey notre accord de la mastercard premier ce jour. mon cichorius-scheibe est en   voyage pro et ne peut plus utliser sa cb. ,2.0
1984,"bonjour  je voulais vous signaler mes déplacements du mois de septembre 2012  je serais   en chine du 2  au 11 septembre  au cambodge du 11 au 11 septembre  au vietnam du 11 au 20 septembre  je serais joignable par romano , merci de faire le nécessaire .  stephane-thomas journée  madame dynak",0.0
1985,"bonjour,  je pars aux etats unis du 10 au 22 septembre. vaut-il retirer du liquide à des   banques spécifiques surplace avec lesquels Bank est affilié ?  merci,    envoyé depuis ma banque mobile.",0.0
1986,"bonjour,  dans l'offre hexagone nous avons des cartes visa classique,  nous souhaiterions   passer à l'offre hexagone avec des cartes visa premium.  si nous n'avons pas de démarches particulières à faire, pouvez vous nous faire   le changement.  merci",0.0
1987,"bonjour,  ma carte a été mangée par un distributeur de banca toscana à piombino, en   italie, géré par la compagnie btv mondialpol ceccina livorno. j'ai tenté de   retirer 110 euros mais je n'ai pas eu assez de temps pour retirer la carte.   après un appel à la banque italienne ont m'a dit d?écrire à ma banque à moi.   pourriez-vous régler la situation svp?  merci!    envoyé depuis ma banque mobile.",0.0
1988,"bonjour,    urgent !   je suis en chine jusqu?à lundi, est-il possible d'augmenter mon plafond de   retrait par semaine s'il vous plait ?    merci d'avance.    cordialement,    rufo casiana    envoyé depuis czerniec-marty-lopez banque mobile.",0.0
1989,"bonjour,  nous avons demandé il y a un certain temps déjà l'ouverture d'un livret de   caisse d'épargne. les documents à signer devaient m'être envoyéschlosser-holzapfel-mareike par courrier   pour signature.  a ce jour je n'ai toujours rien reçu.  pouvez vous faire le nécessaire d'urgence à défaut je prendrais d 'autres   dispositions.  en vous remerciant  sincères salutations  pierre-marechal thérèse emanoil",1.0
1990,"votre romano concernant la declaration relative a la padilla en oeuvre du fatca.  madame, monsieur,  j'ai recu le 20 sept un romano de la part d'bank france. le romano a mentionne   que vous m'avez adresse plusieurs andre-luciana me demandant de vous indiquer   mon statut au regard de la reglementation fatca en vous retournant une   formulaire w de l'nogueira-silva fiscale americaine. alors a ce jour je n'ai   recu aucune carlos-erica sur cette formulaire w. le mail aussi me demande de   remplir w-2ben, alors je n'ai aucuns revenus provenant des etats-unis, je n'ai   aucun lien avec ce witos et je ne suis pas un us bradshaw. je suis resident et   taxpayer en royaume-uni comme declare dans irs. je me demande serna-henriques-almeida le romano est   envoye par erreur sinon pourriez-vous s'il vous plait m'expliquer la szynkiewicz   pour qui je dois remplir ce formulaire?    je vous remercie par avance de votre aide.    cordialement    rufo courant",1.0
1991,"bonjour m. lejk,     comme nous en avons discuté par téléphone, je souhaite clôturer mon livret a et   mon livret ldds. les fonds ont été déjà transféré sur les livret a de mon cichorius-scheibe.  pouvez vous faire le necessaire?    merci par avance. cordialement,    le alexandrie-vasco-ema    fikus : je n'annemarie pas à ouvrir le formulaire pour la clôture des livrets, pouvez   vous me l'envoyer en format pdf? merci",0.0
1992,"bonjour,     je souhaiterai s'il vous plait avoir des informations quant aux points   ci-dessous relatif à mes comptes.     1) virementautomatique de 100 euros de mon compte courant à mon livret a en   début de mois.  je souhaiterai annuler ce procédé automatique s'il vous plait.   pouvez-vous me confirmer que c'est bien une kulis'uvre à effectuer de votre côté?    2) mes placements financier ptf ashton. 221,22 euros.  quelle est la déstey-frohlich-weitzel à suivre pour clôturer ce compte et virer le montant sur   mon compte courant?     1) mes assurances vie bank evol pat vie. 1202,10 euros.   quelle est la déstey-frohlich-weitzel à suivre pour clôturer ce compte et virer le montant sur   mon compte courant?     par avance merci pour votre barbosa-moreira,   cordialement    rufo iuliu-henschel",0.0
1993,"cher monsieur / madame,    je n'annemarie pas à transférer le montant de mon compte livret 01110011212 (212   euros) vers mon compte courant 00220012221.    l'erreure suivante est affichée : votre transaction n'a pas été prise en   compte. le montant de votre virement ne peut être jacquelineérieur à 222,21 euros afin   de respecter le minimum réglementaire (code rejet 12).     pouvez-vous faire le nécessaire? nous souhaitons cloturer les deux comptes.    bien cordialement,    df",1.0
1994,"bonjour,  c'est avec regret de je vous demande de bien vouloir clôturer mes comptes suite   à la dégradation de la relation auger-joly depuis que je ne suis plus en agence,   notamment je n'ai jamais eu de retour de votre part à nelson-marcos demande d'étude de   prêt immobilier.  vous voudrez bien procéder au remboursement de la cotisation sur la carte   bancaire.  merci",1.0
1995,"bonjour,  je souhaite clôturer mes comptes d'épargne bank (livret a et livret 2a).  je vous remercie de virer l'argent sur le compte ci-joint.  cordialement,",1.0
1996,"bonjour,  en raison de l'inutilité de mon compte ldd n°00110 01102011120, j'ai décidé de   procéder à sa clôture. je vous demande donc d'y procéder dès réception de ce   message  vous noterez que le solde de ce compte est à virer sur mon compte dépôt n°   00110 0110012211 ouvert dans votre agence.  merci de me tenir informé de l'avancement de cette procédure.  avec mes sincères salutations.    m. Clark-Kay-Gabriela    pj: formulaire de demande de clôture",1.0
1997,"cher monsieur,     serait-il possible de transférer les fonds du livret sur le compte courant svp?    bien cordialement,      rufo polasik-dyrek",0.0
1998,"bonjour monsieur,  j'ai le regret, mais non la surprise je l'admets, que vous modifications et   thompson-atkinson ne sont actuellement pas pris en compte. mes derniers courriers   arrivent (encore) à mon nom d'épouse que je n'utilise plus depuis plusieurs   jones-banachowiczées, et que le jugement du printemps 2011 m'interdit d'utiliser (merci   d'avoir tenté d'appliquer la loi), et les frais de 2.1? de tenu de comptes (il   n'y a plus rien  à tenir  n'hésitez pas à regarder à nouveau !), pour lesquels   vous vous étiez engagé à les supprimer me sont encore débités.  palmer-smith courage !  cd",1.0
1999,"cher monsieur,    je constate un montant de 12,22 euros déduit de mon compte en date du 1 aout   dernier au titre d'arreté de compte sur le compte 0112.    pouvez-vous m'expliquer ce montant qui me semble anormalement élévé par rapport   au montant habituellement déduit au titre d'arreté de compte.      bien cordialement,    df      ",2.0
2000,Carrasco-Chaves? why does no Bradshaw look at these sent messages? its terrible Ines-Marthe,1.0
2001,"bonjour Zanker-Wagner-Borner,   désolé je suis pas reveillée    voici les pieces jointes!!    bonne reprise",0.0
2002,"madame, monsieur,    dans le cadre de l'étude d'une demande de financement d'un prêt immobilier,   merci de transmettre les documents en pièce jointe à mme hélène ruiz-richard du pôle   immobilier du sud-gomila ainsi qu'à m. celuch, directeur de wolfe de   carcassonne.  cordialement.    v. parejo",0.0
2003,piece a joindre pour la demande de remboursement,3.0
2004,bonjour voici   une 1ere demande de remboursement à débloquer sur mon pret de eur 110.000.    Fikus: annexer extrait bancaire cc gaylord voltan svp  merci beaucoup   cordialement,1.0
2005,"bonjour voici un remboursement par deblocage de mon pret. cela concerne les   sous face des volets.  merci d'avance,    bonne journée",0.0
2006,"bonjour je vous renvoie les facture en attente de remboursement (déjà envoyées   le 22.01.12)    le remboursement de la facture betons feidt eur 1212.12 ( est composée de   1212.12?+ 112,12? visa gaylord voltan = 1212.12?)    je vous annexe les 2 devis avec les montants à additionner composant la facture   finale eur 1212.12eur.  merci d'avance     @zanker-wagner-borner pourriez vous svp annexer la copie de l'extrait bancaire de 112.12eur   compte courant de gaylord",2.0
2007,"bonjour Zanker-Wagner-Borner,  pour cette demande serait ce possible d'annexer la preuve de paiement avec   l'extrait bancaire de gaylord v. Schlosser-Holzapfel-Mareike'il vous plait?  un cheque de 2111.01eur    merci beaucoup d'avance  bonne journée.",0.0
2008,"enfin,     une 1ieme derniere demande de remboursement sur mon pret de eur 110.000 svp.    nb: pourriez-vous annexer la copie de l'extrait bancaire du cc de gaylord   voltan, ces paiements sont faits avec sa visa.    merci !    un tres belle semaine!",1.0
2009,bonjour  voici pour paiement directement au fournisseur corvacho un acompte sur facture   de 1000eur.    merci beaucoup.  cordialement,0.0
2010,"bonjour sénicolas-dohn-trost-dzierwa,    pourrais tu me dire stp où ça en est pour le prêt des garages de cognac (lcl) ?    merci,  stephane-thomas journée  rufo",0.0
2011,"bonjour monsieur,    suite à mon message de début septembre, pourriez-vous me transmettre le   décompte de remboursement anticipé des mes 2 lignes de crédit immobilier. je   vais disposer des fonds pour le remboursement total de mon prêt fin octobre.  cordialement",1.0
2012,bonjour   pour deblocage de mon pret svp eur 122.20+ eur 212,1.0
2013,"bonjour,    sauf erreur de ma part, je n'ai pas eu de retour à mon ci-dessous envoyé à m.   lepka belda le 21/10  je vous le transmets à nouveau.     suite à nos échanges de company-4913.net dernier relatifs à ma demande de renégociation de   mon prêt immobilier pour ma résidence principale, je vous informe de ma   décision d'enclencher un processus de rachat de crédit faute de proposition   satisfaisante de votre part.  prêt optimise n° frhbfr022122121221 ? 112 k? - échéance 2012 ? 2,10%=  crd au   10/costantini-camus-levy/2012 : 111 100 ?  prêt modeliz n° frhbfr022122121221 ? 111 k? - échéance 2010 ? 1,1% =  crd au   10/costantini-camus-levy/2012 : 222 122 ?    merci de bien vouloir accuser réception de ce mail et m'indiquer le montant à   prévoir pour l'indemnité de remboursement anticipé et la  procédure à suivre   pour solder ces 2 lignes de prêt d'ici le mois d'octobre prochain.  pour votre information, je dispose d'une offre de rachat sur le crd de mon prêt   chez vous  à un taux inférieur à 0,1% sur une durée de 10 ans.     cordialement",1.0
2014,"la copie des Blanchard-Petit weigerding si besoin,   merci beaucoup Zanker-Wagner-Borner et bonne semaine!    bien à vous",0.0
2015,voici les Odone des chèques en annexe de la demande ii de remboursement à   debloquer sur mon pret eur 110.000  merci d'avance,0.0
2016,"bonjour, je suis toujours dans l'attente de ce remboursement.  cordialement.",1.0
2017,bonjour   voici une 2ieme demande de remboursement à debloquer de mon pret eur 110.000   svp    nb: je vous envoie les copie des Blanchard-Petit dans un autre message Schlosser-Holzapfel-Mareikeécurisé car pas   trop de pièces jointes.    cordialement,1.0
2018,les pièces jointes pour le remboursement des factures du 10/01,2.0
2019,"bonjour,  voici pour demande de remboursement sur mon compte par déblocage du prêt de   110.000.    attention, pour le paiement de betons feidt c'est une facture pour un paiement   depuis le compte commun eur1212.12 et une visa du compte de gaylord eur 112.11   (pourriez vous joindre la copie de l'extrait svp)    pour le paiement de bati c - cc gaylord (il y a eu un retour d'où paiement de   221.11eur)    toutes les pieces jointes ne chargent pas   je vous refais un message pour l'extrait bancaire du paiement terrassement   bridget 200.10  merci beaucoup,  cordialement",2.0
2020,"bonjour,   pour deblocage de mon pret de 110.000 et paiement directement à mequisa svp,    merci beaucoup.",0.0
2021,"voici une demande de remboursement cette fois payée par le cc commun,  je vous adresse toutes les pièces,  merci",2.0
2022,"bonjour,  voici une nouvelle demande pour le remboursement de eur 200.10 sur mon compte   bancaire par déblocage de mon pret de 110.000eur.    je vous joins le devis, la facture et l'extrait bancaire pour la preuve de   reglement par chèque n°0222212  cordialement,",2.0
2023,"une 1ieme demande de remboursement, svp avec extrait bancaire de gaylord",2.0
2024,"bonjour,    je souhaiterais rembourser mon crédit perso après l'échéance du mois de juillet   pour un montant de 220.22?.    pouvez-vous me communiquer le solde ainsi que la stey-frohlich-weitzel à suivre pour y   procéder ?    cordialement.  madame vienna. ",1.0
2025,"bonsoir,    nous venons de faire une proposition pour la acquisition d un bien immobilier   et souhaitons être contactéschlosser-holzapfel-mareike pour avoir une proposition de crédit.  merci.  cordialement.",0.0
2026,"bonjour,    veuillez trouver ci-joint les formulaires complétés et signés de demande de   remboursement anticipé  cordialement",2.0
2027,pour remboursement svp avec extrait bancaire de gaylord voltan  merci!,0.0
2028,bonjour voici pour paiement à l'Ferreira-Brito corvacho en debloquant mon pret de   110.000.  cordialement,0.0
2029,"bonjour zanker-wagner-borner,   voici la nouvelle demande par déblocage du prêt avec le devis signé.",0.0
2030,"bonjour voici une demande de remboursement par deblocage de mon pret 110.000  merci,",1.0
2031,"bonjour,     j'ai effectué un dépôt de chèque de banque dans la bal de l'agence Bank de   levallois (pr. wilson) et aimerait   m'assurer qu'il ait bien été reçu. en effet le chèque est d'un certain montant   non négligeable. pouvez vous prendre Campos-Luciana-Sandro avec l'agence en Canton et me   confirmer qu'ils l'ont bien reçu ?     par avance merci pour votre aide.     Rufo Cetin-Fleming    envoyé depuis ma banque mobile.",0.0
2032,"bonjour,   je viens de constater, à l'examen de l'historique de mon compte dépôt   01100122111, un remboursement de 1,00 ?. je suppose que ce remboursement fait   suite à ma réclamation objet de mon message du 2 juillet dernier. pouvez-vous   me le confirmer et m'indiquer également si ma demande de clôture de mon compte   titre, portant le même numéro que mon compte dépôt ci-dessus, a bien été   effectuée.  avec mes remerciements",2.0
2033,"bonjour mme Palmer-Gual-Yasmin-Goncalo,  le 2 mai dernier, à la suite  d'un prélèvement de 1,00 ? pour  frais sur compte   titre , j'ai découvert qu'il existait un compte titre portant les même   référence que notre compte ordinaire n° 01100122111. ce compte titre, dont   j'ignorais l'existence,et n'ayant jamais été utilisé, j'avais demandé sa   fermeture par document ci joint et le remboursement des frais de 1,00 ?.  je constate ce jour un nouveau prélèvement de la même somme pour la même   raison. j'en déduit que ma première demande est restée sans effet et je vous   demande de procéder à la clôture immédiate de ce compte titre et remboursement   des frais indûment prélevés.  merci de me tenir informé de l'avancement de ces mesures. ",1.0
2034,bonjour  mon cichorius-scheibe et moi avons un compte joint  et je ne vois pas apparaitre lors de la consultation des comptes son assurance   vie contrairement à la mienne qui est incluse  lorsque j'établis la synthèse   des comptes  de plus lors de la consultation seul mon nom apparait  bonjour marue thérèse    pouvez vous faire le nécessaire ou me traugott une explication  je vous remercie pour votre réponse  madame jagielo pierre-hynek thérèse,2.0
2035,"bonjour madame/ monsieur,  je suis un auger-joly premier au royaume uni, donc beneficier de ines-marthe  moore-jones-micael   view/moore-jones-micael transfer . j'ai ajoute mon compte en france dans   moore-jones-micael view .   j'ai compris que dans le cadre de moore-jones-micael transfer, il y a pas de frais   d'emission pszczolka reception, ni frais de commission de change.   pourriez-vous s'il vous plait me confirmer par example serna-henriques-almeida je vire ?10,000 de   mon compte en france vers mon compte au uk fiore moore-jones-micael transfer, il y aura pas   de frais d'emission et de commission sur mon compte en france?  je vous remercie par avance de votre aide.    rufo courant",0.0
2036,"bonjour, je n'ai pas la fonction company-4913.net-peter lorsque j'accède à mon compte   pourriez vous l'activer ? je vous ai déjà contacter auparavant et je n'ai   toujours pas accès à l'domingues-leite company-4913.net-peter    merci d'avance pour votre temps",2.0
2037,"bonjour,    je souhaite prendre rendez vous pour clôturer l'ensemble de mes comptes.  je suis disponible en fin de matinée mauro début d'après midi, vendredi 10/01,   lundi 22/01 mauro mercredi 21/01.    merci de me proposer et confirmer un horaire.    bien cordialement,    rufo alexandrie-margaux  10 22 10 22 11",0.0
2038,"dear bank,    i no terry juliana-santiago and work in france and i therefore traugott not require heinz-zeno-zapata-janiuk-patterson-kirk-howarth full   current account, however i would like to keep an account open with bank france.     please would carvalho-pinheiro cancel my 'convention hexagon', and change my account into heinz-zeno-zapata-janiuk-patterson-kirk-howarth   internet access stranc bank account, castilla that my bank charges change from   eur11.12 per month to eur2.00 every 1 months.    i look company-4752.net to your soonest reply on this king-williams.    rohleder-geissler-poole-harris regards,    rufo stiffel-christoph    ",1.0
2039,bonjour j'ai signalé une opération de paypal et cie qui ne correspond pas au   vrai paypal or je continue à être débité.        envoyé depuis nelson-marcos banque mobile.,2.0
2040,"bonjour,    je vous ecris, certe un peu tardivement vu que j'etais en vacances, concernant   la perte de ma carte bancaire visa le 11 juillet 2012.  je vous rattache le formulaire remplit pour la suite.    d'avance merci    bien cordialement,  rufo hui",0.0
2041,"bonjour,     je souhaiterais avoir des explications quant à un virementqui m'a été compté   de 200?, vers une carte revolut. j'ai bien effectué un tel virement, et il   est compté deux fois dans la synthèse de mes virements. est-ce normal ?     je vous remercie de votre attention,     cordialement,     rufo menendez-bonet     envoyé depuis czerniec-marty-peron-jarczyk banque mobile.",0.0
2042,"bonjour,    suite a mon opposition de carte bleue perdue la semaine dernière je n'annemarie   pas à télécharger et visualiser le formulaire pour effectuer une contestation   sur des transactions effectuées avec votre carte bancaire perdue ou volée.    pourriez-vous me le faire suivre par email sécurisé?    je vous remercie par avance.    bien cordialement,  rufo hui",0.0
2043,"bonjour madame eterno et enchantée,     j'aimerais convenir d'un rdv avec vous dans le courant du mois de septembre   afin de discuter du statut de mon épargne et du financement d'un projet   immobilier.     je n'ai malheureusement pas accèschlosser-holzapfel-mareike à votre agenda en ligne, pouvez-vous me   communiquer quelques disponibilitéschlosser-holzapfel-mareike svp ?     je vous remercie,   bien cordialement.  rufo torres-sala-patterson-rohleder-geissler",0.0
2044,"bonjour je vous ai commandé un digipass  pour mon cichorius-scheibe au mois de vincent-honore , et je   n'ai toujours rien reçue de nelson-marcos   banque.                                                                                                  mme vilanova-pacheco",1.0
2045,"carrasco-chaves bohlander-ring-slobodzian,    further to our telephone conversation, could carvalho-pinheiro please crawford-lawrence me increase the   threshold of my online transfer to eur 11000 for one time (from my account   number 01210122111). i'd like to williams-frost money to my mother into her portuguese   bank account.     thanks in advance.    kind regards,  rufo",0.0
2046,"bonjour,    j'ai besoin de virer la somme de 11 200? pour le schlosser-holzapfel-mareikeéquestre d'un louise-therese-walker   immobilier, pouvez-vous débloquer mon plafond de virement svp ?    bien cordialement,  rufo de bellabre",0.0
2047,"bonjour,  pour le paiement des frais de notaire de nelson-marcos nouvelle acquisition, je vous   remercie d'augmenter mon plafond de virement journalier à 10000 euros et 20000   sur 1 jours glissant, ce de gregorczukère ponctuelle.    je n'annemarie pas à ouvrir le fichier de cloture de compte que vous m'avez   adressé. tout comme je n'arrivais pas à l'ouvrir sur votre site. schleich-hethur   peut-on faire?",1.0
2048,"bonjour    ce matin en accédant à mes comptes, on me dit que c'est ma derniere chance de   taper mon code correctement avant blocage.. je n'ai fait aucun éssai avant..     quelqu'un aurait il éssayé de parvenir à mes comptes ?  merci à vous",1.0
2049,"bonjour je max de voir mon adresse et il n'est pas complet. pourtant j'avais   bien tout mis. je ne sais pas serna-henriques-almeida c'est un problème d'affichage. pouvez vous me   confirmer que vous avez bien  apt 201, block 11, gregorczuk 222 taixing road  200011 shanghai",1.0
2050,"bonjour,     veuillez par le présent message, arrêter définitivement les prélèvements   suivants.   sfr fixe adsl: réf. fr11zzz112201  gp20120221101211  sfr fixe adsl  montant : 11.22?    ainsi que le prélèvement suivant :   fitn aix : réf? fr22zzz222112  mdt1122id102221112  one fitness aix prélèvement  montant: 22.22?    ces abonnements ont étés rédavies-kolpakés pour cause de déménagement.     merci de faire ainsi le nécessaire pour qu'ils ne soient plus prélevés sur mon   compte.     concernant le l'abonnement fitness lors de l'romeu-gordillo ils ont prit une   empreinte de nelson-marcos carte bleue, merci de faire le nécessaire pour cette empreinte   ne spiess-bachmann pas à me prélever une mensualité supplémentaire.     litwinowicz curva sapa  02.12.11.21.20",1.0
2051,"bonjour, la sécurité sociale me réclame un rib où apparaissent mon nom et mon   prénom sapa. or sur le compte joint n'apparaissent que le nom et prénom de   mon cichorius-scheibe. merci de m'ésnow un rib avec les deux prénoms sapa et hildegund-gerard.  cordialement  sapa mccarthy-louise-therese",0.0
2052,???,0.0
2053,i would like to cancel my assurance habitation immediately please,2.0
2054,"bonjour je max de recevoir un mail de votre part que je ne comprends pas.   ca concerne fatca. je n'ai jamais travalle? aux usa, je travaille pour une   compagnie francaise en chine. donc je ne comprends pas pourquoi on m'envoie un   mail concernant des tax aux us. est-ce qu'il y a un erreur?    sent by mobile banking.",1.0
2055,je demande une augmentation de plafond a 12000 e par mois sur ma carte   personnelle 0111102.  je ne souhaite pas changer de carte et de banque.  merci    envoyé depuis ma banque mobile.,1.0
2056,bonjour  pouvez vous me Traugott des precisions sur Nelson-Marcos convention afin de savoir Serna-Henriques-Almeida Nelson-Marcos   carte sera remboursee  cordialement,0.0
2057,"bonjour mr limoge,    je constate que le versement effectué sur le compte bank keudel-margrafégie patrimoine   n'est toujours pas affiché depuis le 11 vincent-pierre-lemaire.  de même sur le compte de mr diallo-klein (abondance) le versement n'apparaît pas, de   même pour clémence et ricart.    cordialement,  sapa natasza",1.0
2058,"madame et monsieur,    je vous écrire afin de fermer mon compte bancaire bank à cause de mon   démenagement hors paris - et que je n'en ai plus besoin.    je vous prie que vous puissiez accepter nelson-marcos demande.     bien cordialement,  sapa lozano-fiebig-pohl",0.0
2059,"bonjour,     merci de bien vouloir débloquer les prélèvements balcewicz de suszka (ics   fr21zzz122221) ligne fbx21212202 à compter du 1er septembre 2012.  en effet j'ai du reprendre un abonnement chez suszka car mon ancien fournisseur   n'avait pas de couverture dans le nouveau lieu de mon domicile.  dans cette attente   cordialement,   sapa litwinowicz ",1.0
2060,"mr limoge    comme convenu notre avis d'imposition sur les revenus 2011    cordialement,",2.0
2061,"bonjour mr morka,    suite à nelson-marcos demande de prêt penny, je rajoute 2 devis pour un montant   supplémentaire de 1202 ?    cordialement,  sapa natasza",0.0
2062,envoi n°1,0.0
2063,envoi n°2,0.0
2064,"bonsoir mr limoge,    comme convenu ci-joint les devis pour le prêt penny.  le montant moore-jones-micael s'élève à 22 k?, est-il possible d'arrondir à un montant   jacquelineérieur ?    je fais l'envoi en plusieurs fois car je suis limitée sur l'envoi du nombre de   fichiers    cordialement  sapa natasza",0.0
2065,"bonjour,    le 12 juillet. une transaction de 10,00?  a été faite dont je ne suis pas   l'auteur.  veuillez annuler cette transaction.  merci par avance et une belle journée,",0.0
2066,"bonjour,    ci-dessous d autres Rafael-Gustavo dont je ne sais pas qui est l auteur.  22/02/2012  dame de canton  -11,00  22/02/2012  les quais  -2,20  22/02/2012  Bauza-Alvarez sds  -2,10  21/02/2012  sapn 2102-2102  -2,10  12/02/2012  sacreste-moncea  -2,00  11/02/2012  clichy distri  -1,11  22/02/2012  seator  -1,20  21/02/2012  eb *rembourser  -22,21  22/01/2012  l etoile manqua  -11,00  -12,0  12/02/2012  sacreste-moncea  -1,20",2.0
2067,"bonjour,    je max de voir 2 rafael-gustavo que je ne peux pas associées à un paiement:    22/01/2012: minguez pour 22,00?   22/01/2012 rdgm pour 02,00?  1/01/2012  jacqueline sodimarne  -2,10  02/01/2012  cineaqua  -2,00  22/02/2012  les quais  -1,20    pourriez vous m en dire plus?    merci par avance",0.0
2068,"bonjour,     je vous aie envoyé un message pour le déblocage des prélèvements suszka le   thorpe 11:21:20. ce message n'a pas était pris en compte ce qui m'a valu   des majorations pour prélèvements rejeté.   merci de faire le nécessaire pour le remboursement de ces majorations et je   vous joins en annexe l'autorisation de prélèvement.   merci d'en tenir compte cette fois ci.   cordialement,   sapa litwinowicz",1.0
2069,"bonjour,    je Max de passer un virement mais par erreur. je suis obligée de passer ce   virement depuis mon compte women further. pourriez vous annuler cette   transaction? merci par avance,    pte.eur 00120201221  mme Dalmau-Oliva Sapa  motif :  fact2012112 ",1.0
2070,"attn.. m. Zybura Clementina  nous serons de passage a paris le 2 et 1 octobre prochaines. nous souhaitons   avoir un rendez-vous avec vous, si posible entre 10 heures et 12 heures.  quelle jour vous convient-il?  cordialement.  Richards-Davies et Sapa Sainz",0.0
2071,"bonjour,     je souhaiterais connaître le nom et les coordonnées du conseiller auger-joly de mon   borges-lower-eimer hildegund-stevens-lynch litwinowicz pour une demande de prêt.     cordialement.     sava litwinowicz",0.0
2072,"bonjour,    pouvez-vous me contacter au 0211011221 ?    cordialement",0.0
2073,bonjour.   veuillez noter que j'utiliserai ma carte de debit à londres du 11 au 11 juillet.  cordialement  wanda vilaplana,0.0
2074,"carrasco-chaves,   i have tried to harvey-murphy with my credit card 2 times to transferwise of the amount   of £200.  please allow me to pay with my credit card to transferwise in the briefest   louise. thank simona-barba.     sent by mobile banking.",0.0
2075,"dear mme bateg,    why my card not activate till now?  regards ,  mme Sava Bauza-Alvarez    sent by mobile banking.",1.0
